BUROED,Burhinus oedicnemus,,paksujalka,tjockfot,Stone-curlew,Rantalinnut,Paksujalat,https://cdn.pixabay.com/photo/2014/09/25/03/41/stone-curlew-459973__480.jpg
HIMHIM,Himantopus himantopus,,pitkäjalka,styltlöpare,Black-winged Stilt,Rantalinnut,Avosetit,https://cdn.pixabay.com/photo/2018/11/23/14/51/bird-3834051__340.jpg
RECAVO,Recurvirostra avosetta,,avosetti,skärfläcka,Pied Avocet,Rantalinnut,Avosetit,https://cdn.pixabay.com/photo/2018/03/23/13/00/pied-avocet-3253652__340.jpg
HAEOST,Haematopus ostralegus,,meriharakka,strandskata,Oystercatcher,Rantalinnut,Meriharakat,https://cdn.pixabay.com/photo/2021/05/01/08/34/oystercatcher-6220541__340.jpg
PLUFUL,Pluvialis fulva,,siperiankurmitsa,sibirisk tundrapipare,Pacific Golden Plover,Rantalinnut,Kurmitsat,https://cdn.pixabay.com/photo/2019/09/29/11/37/pacific-golden-plover-4513125__340.jpg
PLUDOM,Pluvialis dominica,,amerikankurmitsa,amerikansk tundrapipare,American Golden Plover,Rantalinnut,Kurmitsat,
PLUAPR,Pluvialis apricaria,,kapustarinta,ljungpipare,Golden Plover,Rantalinnut,Kurmitsat,https://cdn.pixabay.com/photo/2022/04/21/04/06/birds-7146624__340.jpg
PLUSQU,Pluvialis squatarola,,tundrakurmitsa,kustpipare,Grey Plover,Rantalinnut,Kurmitsat,https://cdn.pixabay.com/photo/2018/04/26/14/48/grey-plover-3352107__480.jpg
VANGRE,Vanellus gregarius,,arohyyppä,stäppvipa,Sociable Lapwing,Rantalinnut,Kurmitsat,
VANLEU,Vanellus leucurus,,suohyyppä,sumpvipa,White-tailed Lapwing,Rantalinnut,Kurmitsat,
VANVAN,Vanellus vanellus,,töyhtöhyyppä,tofsvipa,Northern Lapwing,Rantalinnut,Kurmitsat,https://cdn.pixabay.com/photo/2019/10/09/22/44/lapwing-4538298__340.jpg
CHADUB,Charadrius dubius,,pikkutylli,mindre strandpipare,Little Ringed Plover,Rantalinnut,Kurmitsat,https://cdn.pixabay.com/photo/2021/06/30/03/19/little-ringed-plover-6375733__340.jpg
CHAHIA,Charadrius hiaticula,,tylli,större strandpipare,Ringed Plover,Rantalinnut,Kurmitsat,https://cdn.pixabay.com/photo/2020/09/11/12/55/ringed-plover-5563083__340.jpg
CHAALE,Charadrius alexandrinus,,mustajalkatylli,svartbent strandpipare,Kentish Plover,Rantalinnut,Kurmitsat,https://cdn.pixabay.com/photo/2022/07/09/13/07/bird-7310863__340.jpg
CHAMON,Charadrius mongolus,,ylänkötylli,mongolpipare,Lesser Sand Plover,Rantalinnut,Kurmitsat,https://cdn.pixabay.com/photo/2021/08/10/09/41/lesser-sand-plover-6535531__480.jpg
CHALES,Charadrius leschenaultii,,aavikkotylli,ökenpipare,Greater Sand Plover,Rantalinnut,Kurmitsat,
CHAASI,Charadrius asiaticus,,kaspiantylli,kaspisk pipare,Caspian Plover,Rantalinnut,Kurmitsat,
CHAVER,Charadrius veredus,,gobintylli,orientpipare,Oriental Plover,Rantalinnut,Kurmitsat,
CHAMOR,Charadrius morinellus,,keräkurmitsa,fjällpipare,Dotterel,Rantalinnut,Kurmitsat,https://cdn.pixabay.com/photo/2017/09/06/21/45/dotterel-2723150__480.jpg
BARLON,Bartramia longicauda,,preeriakahlaaja,piparsnäppa,Upland Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2022/02/10/13/39/upland-sandpiper-7005358__480.jpg
NUMMIN,Numenius minutus,,taigakuovi,dvärgspov,Little Curlew,Rantalinnut,Kurpat,
NUMPHA,Numenius phaeopus,,pikkukuovi,småspov,Whimbrel,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2015/02/02/19/08/whimbrel-621376__480.jpg
NUMARQ,Numenius arquata,,kuovi,storspov,Eurasian Curlew,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2016/02/28/08/46/eurasian-curlew-1226627__340.jpg
LIMLIM,Limosa limosa,,mustapyrstökuiri,rödspov,Black-tailed Godwit,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/09/02/10/55/black-tailed-godwit-3648526__340.jpg
LIMLAP,Limosa lapponica,,punakuiri,myrspov,Bar-tailed Godwit,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2020/05/23/15/32/godwit-5210105__340.jpg
AREINT,Arenaria interpres,,karikukko,roskarl,Ruddy Turnstone,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2020/09/22/08/25/ruddy-turnstone-5592307__340.jpg
CALCAN,Calidris canutus,,isosirri,kustsnäppa,Red Knot,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2014/07/08/13/00/rufa-386883__340.jpg
CALPUG,Calidris pugnax,,suokukko,brushane,Ruff,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2022/05/08/21/25/bird-7183023__340.jpg
CALACU,Calidris acuminata,,suippopyrstösirri,spetsstjärtad snäppa,Sharp-tailed Sandpiper,Rantalinnut,Kurpat,
CALFAL,Calidris falcinellus,,jänkäsirriäinen,myrsnäppa,Broad-billed Sandpiper,Rantalinnut,Kurpat,
CALFER,Calidris ferruginea,,kuovisirri,spovsnäppa,Curlew Sandpiper,Rantalinnut,Kurpat,
CALHIM,Calidris himantopus,,pitkäkoipisirri,styltsnäppa,Stilt Sandpiper,Rantalinnut,Kurpat,
CALRCO,Calidris ruficollis,,rusokaulasirri,rödhalsad snäppa,Red-necked Stint,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2017/10/06/01/49/red-necked-stints-2821764_960_720.jpg
CALSMI,Calidris subminuta,,siperiansirri,långtåsnäppa,Long-toed Stint,Rantalinnut,Kurpat,
CALTEM,Calidris temminckii,,lapinsirri,mosnäppa,Temminck's Stint,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2022/06/04/11/33/temmincks-stint-7241766__480.jpg
CALALB,Calidris alba,,pulmussirri,sandlöpare,Sanderling,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2022/02/07/08/17/sanderling-6998777__480.jpg
CALALP,Calidris alpina,,suosirri,kärrsnäppa,Dunlin,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/10/14/16/08/dunlin-3746819__480.jpg
CALMAR,Calidris maritima,,merisirri,skärsnäppa,Purple Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2020/11/29/20/57/ocean-beach-runner-5789080__480.jpg
CALBAI,Calidris bairdii,,eskimosirri,gulbröstad snäppa,Baird's Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2022/04/01/22/34/bairds-sandpiper-7105831__340.jpg
CALUTA,Calidris minuta,,pikkusirri,småsnäppa,Little Stint,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/10/14/16/06/bird-3746815__480.jpg
CALFUS,Calidris fuscicollis,,valkoperäsirri,vitgumpsnäppa,White-rumped Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2021/10/18/07/25/bird-6720306__480.jpg
CALLLA,Calidris minutilla,B,amerikansirri,dvärgsnäppa,Least Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2021/08/09/12/46/birds-6533260__480.jpg
CALSRU,Calidris subruficollis,,tundravikla,prärielöpare,Buff-breasted Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2022/01/25/17/14/buff-breasted-sandpiper-6966821__480.jpg
CALMEL,Calidris melanotos,,palsasirri,tuvsnäppa,Pectoral Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/03/11/00/39/pectoral-sandpiper-3215721__480.jpg
PHATRI,Phalaropus tricolor,,amerikanvesipääsky,wilsonsimsnäppa,Wilson's Phalarope,Rantalinnut,Kurpat,
PHALOB,Phalaropus lobatus,,vesipääsky,smalnäbbad simsnäppa,Red-necked Phalarope,Rantalinnut,Kurpat,
PHAFUL,Phalaropus fulicarius,,isovesipääsky,brednäbbad simsnäppa,Red Phalarope,Rantalinnut,Kurpat,
XENCIN,Xenus cinereus,,rantakurvi,tereksnäppa,Terek Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/03/26/05/19/bird-3261686__480.jpg
ACTHYP,Actitis hypoleucos,,rantasipi,drillsnäppa,Common Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2017/04/17/03/42/bird-2236347__340.jpg
ACTMAC,Actitis macularius,,amerikansipi,fläckdrillsnäppa,Spotted Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2021/08/01/02/52/spotted-sandpiper-6513389__480.jpg
TRIOCH,Tringa ochropus,,metsäviklo,skogssnäppa,Green Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2020/03/11/03/47/bird-4920875__340.jpg
TRIERY,Tringa erythropus,,mustaviklo,svartsnäppa,Spotted Redshank,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/10/10/10/38/bird-3736893__340.jpg
TRINEB,Tringa nebularia,,valkoviklo,gluttsnäppa,Greenshank,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/11/20/16/41/common-greenshank-3827733__480.jpg
TRIFLA,Tringa flavipes,,keltajalkaviklo,mindre gulbena,Lesser Yellowlegs,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2019/10/11/18/15/background-4542454__480.jpg
TRISEM,Tringa semipalmata,,preeriaviklo,willet,Willet,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2021/09/10/00/17/willet-6611818__340.jpg
TRISTA,Tringa stagnatilis,,lampiviklo,dammsnäppa,Marsh Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/03/23/06/29/bird-3252794__340.jpg
TRIGLA,Tringa glareola,,liro,grönbena,Wood Sandpiper,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2014/04/06/05/41/wood-sandpiper-317558__340.jpg
TRITOT,Tringa totanus,,punajalkaviklo,rödbena,Common Redshank,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2017/04/18/04/15/bird-2237639__340.jpg
LYMMIN,Lymnocryptes minimus,,jänkäkurppa,dvärgbeckasin,Jack Snipe,Rantalinnut,Kurpat,
LIMSCO,Limnodromus scolopaceus,,tundrakurppelo,större beckasinsnäppa,Long-billed Dowitcher,Rantalinnut,Kurpat,
SCORUS,Scolopax rusticola,,lehtokurppa,morkulla,Woodcock,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2021/09/27/18/05/woodcock-6661876_960_720.jpg
GALGAL,Gallinago gallinago,,taivaanvuohi,enkelbeckasin,Common Snipe,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/03/25/11/57/nature-3259196_960_720.jpg
GALDEL,Gallinago delicata,,amerikantaivaanvuohi,wilsonbeckasin,Wilson's Snipe,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2018/05/07/06/09/bird-3380181__480.jpg
GALMED,Gallinago media,,heinäkurppa,dubbelbeckasin,Great Snipe,Rantalinnut,Kurpat,https://cdn.pixabay.com/photo/2013/07/18/15/07/godwit-164593__340.jpg
GALMEG,Gallinago megala,,siperiankurppa,tajgabeckasin,Swinhoe's Snipe,Rantalinnut,Kurpat,
GLAPRA,Glareola pratincola,,pääskykahlaaja,rödvingad vadarsvala,Collared Pratincole,Rantalinnut,Pääskykahlaajat,
GLAMAL,Glareola maldivarum,,aasianpääskykahlaaja,orientvadarsvala,Oriental Pratincole,Rantalinnut,Pääskykahlaajat,
GLANOR,Glareola nordmanni,,aropääskykahlaaja,svartvingad vadarsvala,Black-winged Pratincole,Rantalinnut,Pääskykahlaajat,
CURCUR,Cursorius cursor,,aavikkojuoksija,ökenlöpare,Cream-coloured Courser,Rantalinnut,Pääskykahlaajat,
STEPOM,Stercorarius pomarinus,,leveäpyrstökihu,bredstjärtad labb,Pomarine Skua,Rantalinnut,Kihut,
STECUS,Stercorarius parasiticus,,merikihu,kustlabb,Arctic Skua,Rantalinnut,Kihut,
STELON,Stercorarius longicaudus,,tunturikihu,fjällabb,Long-tailed Skua,Rantalinnut,Kihut,
STESKU,Stercorarius skua,,isokihu,storlabb,Great Skua,Rantalinnut,Kihut,https://cdn.pixabay.com/photo/2019/05/17/22/15/great-skua-4210836__340.jpg
FRAARC,Fratercula arctica,,lunni,lunnefågel,Atlantic Puffin,Rantalinnut,Ruokit,https://cdn.pixabay.com/photo/2018/09/07/20/00/puffin-3661346__340.jpg
CEPGRY,Cepphus grylle,,riskilä,tobisgrissla,Black Guillemot,Rantalinnut,Ruokit,https://cdn.pixabay.com/photo/2022/01/25/17/14/black-guillemot-6966818__480.jpg
SYNANT,Synthliboramphus antiquus,,mustakurkkumurri,kragalka,Ancient Murrelet,Rantalinnut,Ruokit,https://cdn.pixabay.com/photo/2018/03/17/12/53/bird-3233939__480.jpg
ALCTOR,Alca torda,,ruokki,tordmule,Razorbill,Rantalinnut,Ruokit,https://cdn.pixabay.com/photo/2017/05/21/21/58/razorbill-2332426__340.jpg
ALLALL,Alle alle,,pikkuruokki,alkekung,Little Auk,Rantalinnut,Ruokit,
URIAAL,Uria aalge,,etelänkiisla,sillgrissla,Common Guillemot,Rantalinnut,Ruokit,
URILOM,Uria lomvia,,pohjankiisla,spetsbergsgrissla,Brünnich's Guillemot,Rantalinnut,Ruokit,
STEALB,Sternula albifrons,,pikkutiira,småtärna,Little Tern,Rantalinnut,Tiirat,
GELNIL,Gelochelidon nilotica,,hietatiira,sandtärna,Gull-billed Tern,Rantalinnut,Tiirat,
HYDCAS,Hydroprogne caspia,,räyskä,skräntärna,Caspian Tern,Rantalinnut,Tiirat,https://cdn.pixabay.com/photo/2018/05/14/08/36/caspian-tern-3399008__480.jpg
CHLHYB,Chlidonias hybrida,,valkoposkitiira,skäggtärna,Whiskered Tern,Rantalinnut,Tiirat,
CHLNIG,Chlidonias niger,,mustatiira,svarttärna,Black Tern,Rantalinnut,Tiirat,
CHLLEU,Chlidonias leucopterus,,valkosiipitiira,vitvingad tärna,White-winged Tern,Rantalinnut,Tiirat,
STESAN,Sterna sandvicensis,,riuttatiira,kentsk tärna,Sandwich Tern,Rantalinnut,Tiirat,
STEHIR,Sterna hirundo,,kalatiira,fisktärna,Common Tern,Rantalinnut,Tiirat,
STEAEA,Sterna paradisaea,,lapintiira,silvertärna,Arctic Tern,Rantalinnut,Tiirat,
HYDMIN,Hydrocoloeus minutus,,pikkulokki,dvärgmås,Little Gull,Rantalinnut,Lokit,
RHOROS,Rhodostethia rosea,,ruusulokki,rosenmås,Ross's Gull,Rantalinnut,Lokit,
PAGEBU,Pagophila eburnea,,jäälokki,ismås,Ivory Gull,Rantalinnut,Lokit,
XEMSAB,Xema sabini,,tiiralokki,tärnmås,Sabine's Gull,Rantalinnut,Lokit,
RISTRI,Rissa tridactyla,,pikkukajava,tretåig mås,Black-legged Kittiwake,Rantalinnut,Lokit,https://cdn.pixabay.com/photo/2017/01/25/23/11/kittiwake-2009340__340.jpg
LARGEN,Larus genei,,kaitanokkalokki,långnäbbad mås,Slender-billed Gull,Rantalinnut,Lokit,
LARRID,Larus ridibundus,,naurulokki,skrattmås,Black-headed Gull,Rantalinnut,Lokit,https://cdn.pixabay.com/photo/2022/06/11/21/11/black-headed-gull-7256961__340.jpg
LARATR,Larus atricilla,,nokisiipilokki,sotvingad mås,Laughing Gull,Rantalinnut,Lokit,
LARPIP,Larus pipixcan,,preerianaurulokki,präriemås,Franklin's Gull,Rantalinnut,Lokit,
LARAUD,Larus audouinii,,välimerenlokki,rödnäbbad trut,Audouin's Gull,Rantalinnut,Lokit,
LARMEL,Larus melanocephalus,,mustanmerenlokki,svarthuvad mås,Mediterranean Gull,Rantalinnut,Lokit,
LARCAN,Larus canus,,kalalokki,fiskmås,Common Gull,Rantalinnut,Lokit,https://cdn.pixabay.com/photo/2020/08/18/04/59/seagull-5497095__340.jpg
LARFUS,Larus fuscus,,selkälokki,silltrut,Lesser Black-backed Gull,Rantalinnut,Lokit,https://cdn.pixabay.com/photo/2017/08/19/19/18/lesser-black-backed-gull-2659593__340.jpg
LARARG,Larus argentatus,,harmaalokki,gråtrut,Herring Gull,Rantalinnut,Lokit,https://cdn.pixabay.com/photo/2019/07/19/16/20/seagull-4349143__480.jpg
LARCAC,Larus cachinnans,,aroharmaalokki,kaspisk trut,Caspian Gull,Rantalinnut,Lokit,https://cdn.pixabay.com/photo/2016/11/23/00/26/animals-1851437__480.jpg
LARMIC,Larus michahellis,,etelänharmaalokki,medelhavstrut,Yellow-legged Gull,Rantalinnut,Lokit,
LARSCH,Larus schistisagus,,ohotanlokki,skiffertrut,Slaty-backed Gull,Rantalinnut,Lokit,
LARGLA,Larus glaucoides,,grönlanninlokki,vitvingad trut,Iceland Gull,Rantalinnut,Lokit,
LARHYP,Larus hyperboreus,,isolokki,vittrut,Glaucous Gull,Rantalinnut,Lokit,https://cdn.pixabay.com/photo/2018/02/19/21/15/glaucous-winged-gull-3166304__340.jpg
LARMAR,Larus marinus,,merilokki,havstrut,Great Black-backed Gull,Rantalinnut,Lokit,https://cdn.pixabay.com/photo/2017/06/27/18/42/sea-gull-2448414__340.jpg
SYRPAR,Syrrhaptes paradoxus,,arokyyhky,stäppflyghöna,Pallas's Sandgrouse,Hietakanalinnut,Hietakyyhkyt,
COLLIV,Columba livia,C,kesykyyhky,tamduva,Feral Pigeon,Kyyhkylinnut,Kyyhkyt,
COLOEN,Columba oenas,,uuttukyyhky,skogsduva,Stock Dove,Kyyhkylinnut,Kyyhkyt,
COLPAL,Columba palumbus,,sepelkyyhky,ringduva,Wood Pigeon,Kyyhkylinnut,Kyyhkyt,
STRDEC,Streptopelia decaocto,,turkinkyyhky,turkduva,Collared Dove,Kyyhkylinnut,Kyyhkyt,
STRTUR,Streptopelia turtur,,turturikyyhky,turturduva,Turtle Dove,Kyyhkylinnut,Kyyhkyt,
STRORI,Streptopelia orientalis,,idänturturikyyhky,större turturduva,Oriental Turtle Dove,Kyyhkylinnut,Kyyhkyt,
STRSEN,Streptopelia senegalensis,E,palmukyyhky,palmduva,Laughing Dove,Kyyhkylinnut,Kyyhkyt,
CLAGLA,Clamator glandarius,,harakkakäki,skatgök,Great Spotted Cuckoo,Käkilinnut,Käet,
CUCCAN,Cuculus canorus,,käki,gök,Common Cuckoo,Käkilinnut,Käet,https://cdn.pixabay.com/photo/2020/05/01/10/59/cuckoo-5116434__340.jpg
CUCSAT,Cuculus saturatus,,idänkäki,tajgagök,Oriental Cuckoo,Käkilinnut,Käet,
CLAJAC,Clamator jacobinus,D,jakobiinikäki,jakobinskatgök,Jacobin Cuckoo,Käkilinnut,Käet,
TYTALB,Tyto alba,,tornipöllö,tornuggla,Barn Owl,Pöllölinnut,Tornipöllöt,https://cdn.pixabay.com/photo/2017/11/30/11/57/barn-owl-2988291__340.jpg
OTUSCO,Otus scops,,kyläpöllönen,dvärguv,Scops Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2019/08/03/15/34/owl-4382019_960_720.jpg
BUBBUB,Bubo bubo,,huuhkaja,berguv,Eagle Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2017/01/26/11/17/european-eagle-owl-2010346__480.jpg
BUBSCA,Bubo scandiacus,,tunturipöllö,fjälluggla,Snowy Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2022/04/09/13/07/bird-7121402__340.jpg
SURULU,Surnia ulula,,hiiripöllö,hökuggla,Hawk Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2020/02/21/05/03/northern-hawk-owl-4866475__340.jpg
GLAPAS,Glaucidium passerinum,,varpuspöllö,sparvuggla,Pygmy Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2022/05/31/21/29/eurasian-pygmy-owl-7234333__340.jpg
ATHNOC,Athene noctua,,minervanpöllö,minervauggla,Little Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2014/02/27/16/08/owl-275940__340.jpg
STRALU,Strix aluco,,lehtopöllö,kattuggla,Tawny Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2021/03/09/21/17/tawny-owl-6082870__340.jpg
STRURA,Strix uralensis,,viirupöllö,slaguggla,Ural Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2020/01/31/19/21/ural-owl-4808774__340.jpg
STRNEB,Strix nebulosa,,lapinpöllö,lappuggla,Great Grey Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2020/04/16/03/37/great-grey-owl-5048915__340.jpg
ASIOTU,Asio otus,,sarvipöllö,hornuggla,Long-eared Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2018/04/15/11/16/owl-3321411__340.jpg
ASIFLA,Asio flammeus,,suopöllö,jorduggla,Short-eared Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2018/07/14/00/14/owl-3536844__340.jpg
AEGFUN,Aegolius funereus,,helmipöllö,pärluggla,Tengmalm's Owl,Pöllölinnut,Pöllöt,https://cdn.pixabay.com/photo/2015/07/12/20/40/tengmalms-owl-842430__480.jpg
CAPEUR,Caprimulgus europaeus,,kehrääjä,nattskärra,European Nightjar,Kehrääjälinnut,Kehrääjät,
HIRCAU,Hirundapus caudacutus,,piikkipyrstökiitäjä,taggstjärtseglare,White-throated Needletail,Kirskulinnut,Kiitäjät,
APUAPU,Apus apus,,tervapääsky,tornseglare,Common Swift,Kirskulinnut,Kiitäjät,
APUPAL,Apus pallidus,,vaaleakiitäjä,blek tornseglare,Pallid Swift,Kirskulinnut,Kiitäjät,
APUMEL,Apus melba,,alppikiitäjä,alpseglare,Alpine Swift,Kirskulinnut,Kiitäjät,
APUCAF,Apus caffer,,häätökiitäjä,vitgumpseglare,White-rumped Swift,Kirskulinnut,Kiitäjät,
ALCATT,Alcedo atthis,,kuningaskalastaja,kungsfiskare,Common Kingfisher,Säihkylinnut,Kuningaskalastajat,https://cdn.pixabay.com/photo/2016/11/22/23/18/kingfisher-1851127__340.jpg
MERAPI,Merops apiaster,,mehiläissyöjä,biätare,European Bee-eater,Säihkylinnut,Mehiläissyöjät,
MERPER,Merops persicus,,vihermehiläissyöjä,grön biätare,Blue-cheeked Bee-eater,Säihkylinnut,Mehiläissyöjät,
CORGAR,Coracias garrulus,,sininärhi,blåkråka,European Roller,Säihkylinnut,Sininärhet,https://cdn.pixabay.com/photo/2017/08/30/02/23/bird-2695678__480.jpg
UPUEPO,Upupa epops,,harjalintu,härfågel,Hoopoe,Säihkylinnut,Harjalinnut,https://cdn.pixabay.com/photo/2020/04/23/08/32/hoopoe-5081647__340.jpg
JYNTOR,Jynx torquilla,,käenpiika,göktyta,Wryneck,Tikkalinnut,Tikat,https://cdn.pixabay.com/photo/2018/03/13/17/31/natural-3223153__480.jpg
PICCAN,Picus canus,,harmaapäätikka,gråspett,Grey-headed Woodpecker,Tikkalinnut,Tikat,
PICVIR,Picus viridis,,vihertikka,gröngöling,Green Woodpecker,Tikkalinnut,Tikat,https://cdn.pixabay.com/photo/2020/05/12/18/34/bird-5164411__340.jpg
DRYMAR,Dryocopus martius,,palokärki,spillkråka,Black Woodpecker,Tikkalinnut,Tikat,https://cdn.pixabay.com/photo/2020/08/12/07/38/birds-5481884__340.jpg
DENMAJ,Dendrocopos major,,käpytikka,större hackspett,Great Spotted Woodpecker,Tikkalinnut,Tikat,https://cdn.pixabay.com/photo/2017/06/20/19/36/woodpecker-2424431__340.jpg
DENMED,Dendrocopos medius,,tammitikka,mellanspett,Middle Spotted Woodpecker,Tikkalinnut,Tikat,
DENLEU,Dendrocopos leucotos,,valkoselkätikka,vitryggig hackspett,White-backed Woodpecker,Tikkalinnut,Tikat,
DENMIN,Dendrocopos minor,,pikkutikka,mindre hackspett,Lesser Spotted Woodpecker,Tikkalinnut,Tikat,https://cdn.pixabay.com/photo/2019/09/23/09/52/lesser-spotted-woodpecker-4498128__340.jpg
PICTRI,Picoides tridactylus,,pohjantikka,tretåig hackspett,Three-toed Woodpecker,Tikkalinnut,Tikat,
MELCAL,Melanocorypha calandra,,arokiuru,kalanderlärka,Calandra Lark,Varpuslinnut,Kiurut,https://cdn.pixabay.com/photo/2014/04/06/09/22/short-toed-lark-317638__480.jpg
MELBIM,Melanocorypha bimaculata,,ylänkökiuru,asiatisk kalanderlärka,Bimaculated Lark,Varpuslinnut,Kiurut,
MELLEU,Melanocorypha leucoptera,,valkosiipikiuru,vitvingad lärka,White-winged Lark,Varpuslinnut,Kiurut,
MELYEL,Melanocorypha yeltoniensis,,mustakiuru,svartlärka,Black Lark,Varpuslinnut,Kiurut,
CALBRA,Calandrella brachydactyla,,lyhytvarvaskiuru,korttålärka,Greater Short-toed Lark,Varpuslinnut,Kiurut,
CALENS,Calandrella rufescens,,pikkukiuru,dvärglärka,Lesser Short-toed Lark,Varpuslinnut,Kiurut,
GALCRI,Galerida cristata,,töyhtökiuru,tofslärka,Crested Lark,Varpuslinnut,Kiurut,
LULARB,Lullula arborea,,kangaskiuru,trädlärka,Woodlark,Varpuslinnut,Kiurut,
ALAARV,Alauda arvensis,,kiuru,sånglärka,Skylark,Varpuslinnut,Kiurut,https://cdn.pixabay.com/photo/2020/04/20/19/35/skylark-5069553__340.jpg
EREALP,Eremophila alpestris,,tunturikiuru,berglärka,Shore Lark,Varpuslinnut,Kiurut,
RIPRIP,Riparia riparia,,törmäpääsky,backsvala,Sand Martin,Varpuslinnut,Pääskyt,https://cdn.pixabay.com/photo/2021/08/31/08/40/sand-martins-6588063__340.jpg
PTYRUP,Ptyonoprogne rupestris,,kalliopääsky,klippsvala,Crag Martin,Varpuslinnut,Pääskyt,
HIRRUS,Hirundo rustica,,haarapääsky,ladusvala,Barn Swallow,Varpuslinnut,Pääskyt,https://cdn.pixabay.com/photo/2020/07/02/08/00/barn-swallow-5362172__340.jpg
DELURB,Delichon urbicum,,räystäspääsky,hussvala,House Martin,Varpuslinnut,Pääskyt,https://cdn.pixabay.com/photo/2022/05/20/20/32/common-house-martin-7210179__340.jpg
CECDAU,Cecropis daurica,,ruostepääsky,rostgumpsvala,Red-rumped Swallow,Varpuslinnut,Pääskyt,https://cdn.pixabay.com/photo/2021/10/15/13/05/bird-6712546__480.jpg
ANTRIC,Anthus richardi,,isokirvinen,större piplärka,Richard's Pipit,Varpuslinnut,Västäräkit,
ANTGOD,Anthus godlewskii,,mongoliankirvinen,mongolpiplärka,Blyth's Pipit,Varpuslinnut,Västäräkit,
ANTCAM,Anthus campestris,,nummikirvinen,fältpiplärka,Tawny Pipit,Varpuslinnut,Västäräkit,
ANTHOD,Anthus hodgsoni,,taigakirvinen,sibirisk piplärka,Olive-backed Pipit,Varpuslinnut,Västäräkit,
ANTTRI,Anthus trivialis,,metsäkirvinen,trädpiplärka,Tree Pipit,Varpuslinnut,Västäräkit,
ANTGUS,Anthus gustavi,,tundrakirvinen,tundrapiplärka,Pechora Pipit,Varpuslinnut,Västäräkit,
ANTPRA,Anthus pratensis,,niittykirvinen,ängspiplärka,Meadow Pipit,Varpuslinnut,Västäräkit,https://cdn.pixabay.com/photo/2022/05/07/21/45/bird-7181010__480.jpg
ANTCER,Anthus cervinus,,lapinkirvinen,rödstrupig piplärka,Red-throated Pipit,Varpuslinnut,Västäräkit,
ANTPET,Anthus petrosus,,luotokirvinen,skärpiplärka,Rock Pipit,Varpuslinnut,Västäräkit,
MOTFLA,Motacilla flava,,keltavästäräkki,gulärla,Yellow Wagtail,Varpuslinnut,Västäräkit,https://cdn.pixabay.com/photo/2022/07/11/06/14/wild-bird-7314255__340.jpg
